n_inner_per_region,nC_regions,num_regions,num_sample_points,linearization_mean_abs_error,linearization_rmse_error,linearization_max_abs_error,mean_abs_nonlinear_residual_on_data,mean_abs_linearized_residual_on_data,linearization_mean_abs_error_region_average,linearization_rmse_error_region_average,projection_check_output_MAE_scaled,projection_check_PL_violation,projection_check_original_nonlinear_violation,n_output_values,n_constraint_values,n_data_points
0,30,30,61,0.0003628352599587,0.0005439201765621,0.0012319560598942,3.603674735668541e-16,0.0003628352599587,0.0002822175136112,0.0003662817320176,2.8698474363808296e-05,2.839258882647941e-16,0.0003630913535958,183.0,122.0,61.0
1,30,30,91,0.0003422493182135,0.0005054338408148,0.0012319560598942,3.806478941571965e-16,0.0003422493182134,0.0003063201508702,0.0003994457719731,2.716854023669165e-05,3.3916703389647637e-16,0.0003425824539515,273.0,182.0,91.0
2,30,30,121,0.0003137127556614,0.0004732907495641,0.0012319560598941,4.165630191568769e-16,0.0003137127556614,0.0003051105973553,0.0004152603143386,2.4767365889242988e-05,2.9911793886595126e-16,0.0003140170048832,363.0,242.0,121.0
5,30,30,211,0.0002901545309209,0.0004282335028524,0.001231956059894,4.167282632716228e-16,0.0002901545309208,0.0002839592319525,0.0003829589230734,2.29430249732634e-05,2.872899390736187e-16,0.0002904064405012,633.0,422.0,211.0
10,30,30,361,0.000276819684891,0.0004029720145854,0.0012319560598944,4.133351094449336e-16,0.0002768196848909,0.0002735491431616,0.0003666657527012,2.200136456662084e-05,3.438308425293421e-16,0.0002769396448401,1083.0,722.0,361.0
15,30,30,511,0.0002656020154842,0.0003885210919683,0.0012319560598937,4.1497572936087053e-16,0.000265602015484,0.0002640098537611,0.0003544924726539,2.1121801510153044e-05,3.098195759521474e-16,0.0002656519248442,1533.0,1022.0,511.0
20,30,30,661,0.0002552661648895,0.0003776664898835,0.0012319560598944,4.0445038476511003e-16,0.0002552661648893,0.0002553057936766,0.000345224873739,2.029009775817216e-05,3.345785574967189e-16,0.0002552674670668,1983.0,1322.0,661.0
25,30,30,811,0.0002510967004831,0.0003701900081126,0.0012319560598942,4.1205564785717884e-16,0.000251096700483,0.0002504033150849,0.0003372534312919,1.991146093594758e-05,2.761183527335315e-16,0.0002510703662767,2433.0,1622.0,811.0
