Model,ninner_0_RMSE_TOTAL,ninner_0_VIOL,ninner_0_VIOL_NL,ninner_0_TRAIN_TIME_SEC,ninner_0_EXP_TIME_SEC,ninner_1_RMSE_TOTAL,ninner_1_VIOL,ninner_1_VIOL_NL,ninner_1_TRAIN_TIME_SEC,ninner_1_EXP_TIME_SEC
NN,0.0186668986516983,0.1288606892155858,0.1280532907975537,9.51718443505466,0.004992,0.0145328961915722,0.1108505655267216,0.1106162951731012,10.727704387158155,0.0062
KKThPINN,0.011334234106187049,6.335672727194227e-16,0.000821935873042076,17.36737668670714,0.012840000000000002,0.008151287815089,8.326672684688674e-16,0.0001382086741775,19.903233041986823,0.0143
