NN_Experiment_RMSE,NN_Experiment_VIOL,KKThPINN_Experiment_RMSE,KKThPINN_Experiment_VIOL
0.013298575948225403,464.5300807332336,0.013347037284977771,1.8326052481087984e-12
0.012435869863048545,660.8997835137499,0.018611330809096688,3.389278441234822e-12
0.013714649096933347,885.1881872325356,0.013956536025671708,2.7950766701145824e-12
0.014163233574790665,526.7768679025531,0.008177082381283493,3.66125098988368e-12
0.009870998079690699,470.36979750799054,0.013255624071786386,3.0516301291472203e-12
0.0226277801481233,883.5540066711641,0.007855502077991915,2.3186955827592115e-12
0.014097410875983105,628.7440736029645,0.014408628088116127,1.7389640075138324e-12
0.010471597504592577,450.9502839051496,0.009034444052770377,4.016370569459582e-12
0.011820992884055448,768.2731654520941,0.012520013379069333,2.742442557768232e-12
0.013614115925952085,293.67959413498943,0.00429937388252867,2.530032607028776e-12
0.012260835944553444,448.91725732164224,0.012781541906214769,3.1474337025549914e-12
0.014500352867648402,971.5552989611754,0.015473909626366637,3.1448064638506246e-12
0.011796994276225522,1309.9860805897747,0.007315923216818029,3.4077289601253113e-12
0.010895611581065267,1218.8015114088244,0.007210857102458397,2.9309107224539943e-12
0.060543156724337535,5998.642745078104,0.00823754447969441,2.171979610054997e-12
0.009537112258035569,1043.0924053020149,0.01566577788066391,3.3945381228139837e-12
0.016546921220803867,1209.7088902775831,0.012502945069249266,2.900125452287572e-12
0.011724496625317533,697.2041850276875,0.013397261306387647,2.5764338579259416e-12
0.007171749107307125,344.0886807443494,0.013531674907738439,2.2271602964640813e-12
0.014344442239387032,1732.8943693751464,0.012249126518805652,2.7903729674094713e-12
0.0078530734826451,421.8687153720234,0.013387446502586322,3.6254653792977543e-12
0.014115012779774724,448.541362178966,0.016701975504586603,3.531919548493967e-12
0.009940671250595957,218.85144282463125,0.010628444346222449,3.2434766678024474e-12
0.011470424595689227,164.46092290613876,0.01465501225908851,3.688069814822281e-12
0.013971101967824945,916.3268944932568,0.016695324910687297,2.692195424924826e-12
0.00467702454096767,352.1440561876331,0.012489942718739377,2.97791132031211e-12
0.014024252716260153,345.1735767959692,0.010830497022087906,2.868116334708848e-12
0.012576839030098578,752.4842666955374,0.013719736795953102,3.393919693894798e-12
0.012157338983007698,242.75890790624695,0.014072337698508228,3.1719652945905175e-12
0.033072046012631424,911.7221076916736,0.008824334376784114,2.412822545927451e-12
0.01376574721292325,752.5281483087188,0.008624926857225379,2.493913062173725e-12
0.0069000410249771766,1475.0220927344485,0.014003134980952802,3.0670075854000167e-12
0.014264417433036278,1961.7041156024388,0.014511570463896608,3.0460703404067146e-12
0.009322081739690971,1545.5167286467877,0.012178353070801866,2.063903735416428e-12
0.010499001975500449,413.26148330773503,0.013359900961695082,2.9823478756019206e-12
0.11934818980128944,12874.93524734228,0.014190725309889412,3.5041284110470805e-12
0.023260414043228875,1185.7715648160784,0.014204386573349614,2.631988377244099e-12
0.013891566473340725,616.9097039469095,0.012449057821799576,2.96610132288766e-12
0.010973212748268336,406.9219073326799,0.014061510176103341,2.1713707221149292e-12
0.014896218448538273,1122.9247965127383,0.013830171864439751,2.843858828982526e-12
0.011831705331775513,309.72226702151363,0.015266192191732378,2.900727401333736e-12
0.0115576870614573,418.3374592441853,0.011110803010041775,3.2031486837946765e-12
0.015078021959349494,1345.180820230048,0.011141550506484282,2.442603411201283e-12
0.012367044262774936,302.4324285728148,0.03579341575487049,3.1261330329934722e-12
0.004096901215699126,630.6825420545981,0.0152940595386649,3.4577592525342205e-12
0.009666798435742165,1281.5774881748853,0.012145951904328049,3.7266448607575775e-12
0.014872384146473416,1562.7466444163506,0.014192262949299808,2.7880345601638545e-12
0.007938443181568576,294.45011921336015,0.1248227199907997,2.20857273441899e-12
0.01356857890916885,582.413809599597,0.00896506915922451,2.8593707263047108e-12
0.007791650363029412,412.7884346894103,0.012063209468179929,2.598319129298865e-12
