Model,ninner_0_RMSE_TOTAL,ninner_0_VIOL,ninner_0_VIOL_NL,ninner_0_TRAIN_TIME_SEC,ninner_0_EXP_TIME_SEC,ninner_1_RMSE_TOTAL,ninner_1_VIOL,ninner_1_VIOL_NL,ninner_1_TRAIN_TIME_SEC,ninner_1_EXP_TIME_SEC,ninner_2_RMSE_TOTAL,ninner_2_VIOL,ninner_2_VIOL_NL,ninner_2_TRAIN_TIME_SEC,ninner_2_EXP_TIME_SEC,ninner_5_RMSE_TOTAL,ninner_5_VIOL,ninner_5_VIOL_NL,ninner_5_TRAIN_TIME_SEC,ninner_5_EXP_TIME_SEC,ninner_10_RMSE_TOTAL,ninner_10_VIOL,ninner_10_VIOL_NL,ninner_10_TRAIN_TIME_SEC,ninner_10_EXP_TIME_SEC,ninner_15_RMSE_TOTAL,ninner_15_VIOL,ninner_15_VIOL_NL,ninner_15_TRAIN_TIME_SEC,ninner_15_EXP_TIME_SEC,ninner_20_RMSE_TOTAL,ninner_20_VIOL,ninner_20_VIOL_NL,ninner_20_TRAIN_TIME_SEC,ninner_20_EXP_TIME_SEC,ninner_25_RMSE_TOTAL,ninner_25_VIOL,ninner_25_VIOL_NL,ninner_25_TRAIN_TIME_SEC,ninner_25_EXP_TIME_SEC
NN,0.0028186504318585,0.0135450148815289,0.0134757133619859,7.011912887196522,0.004442,0.0028155815977451,0.0135035514365881,0.0134523243550211,7.009012164387387,0.004512,0.0023329236034244,0.0108408533362671,0.0107992390030995,7.025101907979697,0.00448,0.0022174056710993,0.0104994000634178,0.0104726823046803,7.133516644083429,0.004454,0.0016297650441103,0.0077594296773895,0.0077443063352257,7.290850332581904,0.00464,0.0015031472294196,0.0071643550973385,0.0071190616651438,7.386881303139962,0.005744,0.0013196010956024,0.0062212460674345,0.0062058480340056,7.455600575923454,0.005646,0.00139144429207,0.0065687277959659,0.0065503937331959,7.76447457979666,0.0061039999999999
KKThPINN,0.0017397108025466,2.685189247131348e-07,0.0002586411443917,7.249905311476905,0.010974,0.0014483839450011,2.817975160951392e-07,0.0001404478812037,7.240757902443875,0.0110979999999999,0.0011725935108871,3.091990947723389e-07,0.0001340523859107,7.277325030423235,0.0110719999999999,0.0008117076651936,3.382989325473318e-07,0.0001309331259108,7.810342396886553,0.0114219999999999,0.0006874952352971,2.931555130203379e-07,0.0001371167771867,8.010672661084682,0.011062,0.0004642191226843,3.048446430398144e-07,0.000136532379256,8.377084216340444,0.0133739999999999,0.000545984874783,2.923957876532768e-07,0.000132661354728,8.941263637808152,0.0141979999999999,0.00043296710565436436,3.2283952193049953e-07,0.00014694809973055575,9.336801237408071,0.014309999999999998
