Model,nseg_1_RMSE_TOTAL,nseg_1_VIOL,nseg_1_VIOL_NL,nseg_1_TRAIN_TIME_SEC,nseg_1_EXP_TIME_SEC,nseg_2_RMSE_TOTAL,nseg_2_VIOL,nseg_2_VIOL_NL,nseg_2_TRAIN_TIME_SEC,nseg_2_EXP_TIME_SEC
NN,0.0140948004135361,0.1934063136593806,0.1477594665782662,6.341603380000379,0.0039,0.0162099607863959,0.1623948880723937,0.1631155362022865,7.026538669999354,0.0041
KKThPINN,0.0170219029576222,4.24263798696042e-16,0.1832139624494944,6.945897744000831,0.0044,0.005517506009598388,6.026924990822279e-16,0.044552312948495716,8.662332662999688,0.005
