0,1,2,3
0.45,1.0,1.0,0.7574661767583717
0.452013422818792,0.9928937809093467,0.9928937809093475,0.7627460961381154
0.45402684563758394,0.9862105953756307,0.9862105953756305,0.767711701668672
0.45604026845637585,0.9799076199715157,0.9799076199715154,0.7723948111480867
0.45805369127516776,0.9739463514161114,0.9739463514161097,0.7768240325064518
0.4600671140939598,0.9682922735328978,0.9682922735328973,0.7810250112560968
0.4620805369127517,0.9629145203164684,0.9629145203164677,0.7850206808329403
0.4640939597315436,0.9577855451319418,0.9577855451319396,0.7888315083812539
0.4661073825503356,0.9528808030572905,0.9528808030572898,0.7924757307732504
0.46812080536912754,0.9481784509829191,0.9481784509829179,0.7959695774350442
0.4701342281879195,0.9436590682259315,0.9436590682259283,0.7993274779301882
0.4721476510067115,0.93930539901452,0.939305399014521,0.8025622532937209
0.4741610738255034,0.9351021171689125,0.9351021171689113,0.80568529087419
0.47617449664429523,0.9310356125751449,0.9310356125751446,0.8087067029835758
0.4781879194630872,0.9270937985519201,0.9270937985519222,0.8116354700236939
0.4802013422818792,0.9232659388940191,0.9232659388940168,0.8144795689929037
0.4822147651006711,0.919542493193901,0.9195424931939019,0.8172460884121157
0.484228187919463,0.9159149789598541,0.9159149789598562,0.8199413307709995
0.486241610738255,0.9123758490363154,0.912375849036316,0.822570903604647
0.48825503355704697,0.9089183828679062,0.9089183828679019,0.8251398002843764
0.4902684563758389,0.9055365902166437,0.9055365902166357,0.827652471555823
0.4922818791946309,0.902225126029172,0.9022251260291724,0.8301128887925682
0.49429530201342287,0.8989792152496572,0.8989792152496604,0.8325245998601614
0.4963087248322147,0.895794586474938,0.895794586474944,0.8348907784103042
0.49832214765100674,0.8926674134523823,0.8926674134523783,0.8372142673479529
0.5003355704697987,0.889594263517666,0.8895942635176637,0.839497617142009
0.5023489932885906,0.8865720521639121,0.8865720521638996,0.8417431195804845
0.5043624161073825,0.8835980030200626,0.8835980030200593,0.8439528375065111
0.5063758389261745,0.8806696125962771,0.8806696125962749,0.8461286310125592
0.5083892617449665,0.8777846192265627,0.8777846192265759,0.8482721805160031
0.5104026845637584,0.8749409757049595,0.8749409757049416,0.8503850070904967
0.5124161073825503,0.8721368251700057,0.8721368251700159,0.8524684903836866
0.5144295302013423,0.8693704798455206,0.8693704798455217,0.854523884412989
0.5164429530201342,0.8666404022922181,0.8666404022922375,0.8565523314954582
0.5184563758389262,0.8639451888664084,0.8639451888663631,0.8585548745381325
0.5204697986577181,0.8612835551188155,0.8612835551187954,0.8605324678864844
0.52248322147651,0.8586543228993356,0.8586543228993487,0.862485986905849
0.5244966442953021,0.8560564089617972,0.8560564089618384,0.8644162364479238
0.526510067114094,0.8534888148877879,0.8534888148877918,0.8663239583374218
0.5285234899328859,0.8509506181717477,0.8509506181717409,0.8682098379957466
0.5305369127516779,0.8484409643275709,0.848440964327581,0.8700745103059047
0.5325503355704698,0.8459590598952418,0.8459590598952468,0.8719185648085558
0.5345637583892617,0.8435041662399301,0.8435041662399357,0.8737425503092191
0.5365771812080538,0.8410755940499729,0.8410755940500143,0.8755469789663093
