a,c,d,e,f,g,h,i
-12059.334807989864,-12058.334807988307,-19.91427610060009,23450.209793805465,-100000000000000.0*Ca*Cb**2*exp(-10825.114265095/T) - Ca + 1000000000000.0*(-Ca - Cb + 3)*exp(-9622.32379119557/T) + 1,-24117.669615976614,-39.82855220120018,46900.41958761093
