batch_idx,batch_size,batch_MSE_total,batch_RMSE_total,batch_MSE_inner,batch_RMSE_inner
1,4,0.13601605658949142,0.3688035474198851,0.13601605658949142,0.3688035474198851
-1,4,0.13601605658949142,0.33946640362713854,0.13601605658949142,0.33946640362713854
1,4,0.10190417955010783,0.3192243404725082,0.10190417955010783,0.3192243404725082
-1,4,0.10190417955010783,0.30062245820627337,0.10190417955010783,0.30062245820627337
