0,1,2,3,4,5
0.35,1.0,1.0,0.009509200855087328,1.0430193198246954e-10,4.612994361818021e-06
0.354040404040404,0.9965809557005381,0.9965809557005381,0.014606848128485998,2.3715362896713265e-10,4.613127212902174e-06
0.3580808080808081,0.9915616225535109,0.9915616225535109,0.022090456906309973,5.262100838645991e-10,4.613416268023686e-06
0.3621212121212121,0.9843570326509913,0.9843570326509913,0.03283218905593868,1.1376808619984213e-09,4.614027735981173e-06
0.3661616161616162,0.9742877625931154,0.9742877625931157,0.04784503550069637,2.3918368812808967e-09,4.615281886215171e-06
0.3702020202020202,0.9606499872182481,0.9606499872182481,0.06817836913602152,4.8779897352654036e-09,4.617768027600811e-06
0.3742424242424242,0.9428379872443357,0.9428379872443357,0.09473529123120496,9.625952850679997e-09,4.62251596881439e-06
0.37828282828282833,0.9205014557850303,0.9205014557850305,0.12803809421291268,1.8338110683275204e-08,4.631228086458761e-06
0.38232323232323234,0.8936890114494254,0.8936890114494254,0.16801428983636835,3.367394704364136e-08,4.646563852076599e-06
0.38636363636363635,0.8629164699592855,0.8629164699592855,0.2138948191548818,5.957009651257939e-08,4.6724598820894455e-06
0.3904040404040404,0.829123154280933,0.829123154280933,0.2642791922248548,1.0158131386704014e-07,4.714470905650783e-06
0.39444444444444443,0.7935299109977462,0.7935299109977461,0.3173471795576036,1.6724062353547664e-07,4.780129912440037e-06
0.3984848484848485,0.7574519026196567,0.7574519026196567,0.37113793069445367,2.6645226470637075e-07,4.879341095958539e-06
0.4025252525252525,0.7221239239061732,0.7221239239061732,0.4238104200189753,4.1194287473142054e-07,5.024831034851402e-06
0.4065656565656565,0.6885741186544041,0.6885741186544041,0.4738317295678609,6.19805627853079e-07,5.232692829125031e-06
0.41060606060606064,0.657555935304255,0.6575559353042549,0.5200785002825754,9.101819340166109e-07,5.523067795814589e-06
0.41464646464646465,0.6295316840228955,0.6295316840228956,0.5618614476857265,1.3081350939121054e-06,5.921019119995904e-06
0.41868686868686866,0.6046948014274496,0.6046948014274497,0.5988921661418528,1.8447753919733856e-06,6.457656942594489e-06
0.42272727272727273,0.58301708031413,0.58301708031413,0.6312127113726359,2.558692845025706e-06,7.171571102424092e-06
0.42676767676767674,0.5643080379607798,0.5643080379607798,0.6591070848838142,3.4977439235636515e-06,8.110617849222647e-06
0.4308080808080808,0.5482753129715444,0.5482753129715443,0.6830111848802339,4.721228784442902e-06,9.334097066300741e-06
0.4348484848484848,0.5345777112604769,0.5345777112604769,0.7034337169970343,6.302492932724921e-06,1.0915353920385088e-05
0.4388888888888889,0.5228660955356186,0.5228660955356186,0.7208952298461988,8.331994324477615e-06,1.2944845950270986e-05
0.44292929292929295,0.5128108841542758,0.5128108841542759,0.735887115411886,1.0920891133109198e-05,1.553373081660622e-05
0.446969696969697,0.5041175910513985,0.5041175910513989,0.7488484396888812,1.420522197707636e-05,1.8818046510316277e-05
0.45101010101010097,0.49653320462414957,0.4965332046241497,0.7601564320414085,1.8350765724892004e-05,2.296357113519437e-05
0.455050505050505,0.48984644027932134,0.4898464402793212,0.7701261086658495,2.3558680789745247e-05,2.8171462176507974e-05
0.45909090909090905,0.48388445559285315,0.48388445559285315,0.7790151701459251,3.0072034575486862e-05,3.4684785916864664e-05
0.46313131313131317,0.4785079189733795,0.47850791897337974,0.7870313538622051,3.8183343521382046e-05,4.2796057446183445e-05
0.46717171717171707,0.473605649343365,0.47360564934336524,0.7943404259958543,4.824325395136796e-05,5.285592147090852e-05
0.47121212121212125,0.4690895172522695,0.46908951725227,0.8010737837485173,6.067050421154144e-05,6.52831144055428e-05
0.47525252525252526,0.46488993709723814,0.4648899370972363,0.8073351762464418,7.59633195879487e-05,8.057585923787385e-05
0.47929292929292927,0.4609520585198628,0.46095205851986054,0.8132063830032811,9.471240324470297e-05,9.932485640716552e-05
0.48333333333333334,0.457232642930341,0.4572326429303384,0.8187518708875849,0.00011761569882889938,0.00012222804634097852
0.48737373737373735,0.45369755294641645,0.45369755294641856,0.8240225372608142,0.00014549511334689547,0.0001501073322543023
0.4914141414141415,0.45031976197767987,0.45031976197767876,0.8290586776011459,0.00017931540232188977,0.00018392746522001994
