Model,nseg_1_RMSE_TOTAL,nseg_1_VIOL,nseg_1_VIOL_NL,nseg_1_TRAIN_TIME_SEC,nseg_1_EXP_TIME_SEC,nseg_2_RMSE_TOTAL,nseg_2_VIOL,nseg_2_VIOL_NL,nseg_2_TRAIN_TIME_SEC,nseg_2_EXP_TIME_SEC
NN,0.0123163917143834,0.2032125683511922,0.093580541429135,10.66589559521526,0.004,0.0110799638465737,0.0997145342173341,0.099692786368159,11.13364404719323,0.0043
KKThPINN,0.0183639719025438,5.432162656201658e-16,0.194222322508909,11.070190977305174,0.0048,0.007162022395613773,6.562211091980836e-16,0.04272843407237174,12.76301290281117,0.00515
