batch_idx,batch_size,batch_MSE_total,batch_RMSE_total,batch_MSE_inner,batch_RMSE_inner
1,4,0.01099207066463524,0.10484307637910689,0.01099207066463524,0.10484307637910689
-1,4,0.01099207066463524,0.08831895318669582,0.01099207066463524,0.08831895318669582
