model,PINN
model_id,PINN2D_rxn1_mb0
input_dim,2
hidden_dim,32
hidden_num,2
z0_dim,3
optimizer,adam
epochs,1000
batch_size,16
lr,0.0001
mu_rxn,1.0
mu_mb,0.0
max_subiter,500
eta,0.8
sigma,2
mu_safe,1000000000.0
dtype,64
dataset_type,cstr
dataset_path,data.csv
val_ratio,0.2
job,experiment
eval_split,val
runs,1
run,1
seed,1
loss_type,PINN
rmse_total,0.5866548300286113
violation,153.24185298177844
violation_original_nonlinear,1.5987552441719393
violation_rxn,0.43913387199473136
violation_mb,2.7583766163491474
prediction_time_sec,0.00036120135337114334
