model,PINN
model_id,PINN2D_rxn0p001_mb0p001
input_dim,2
hidden_dim,32
hidden_num,2
z0_dim,3
optimizer,adam
epochs,1000
batch_size,16
lr,0.0001
mu_rxn,0.001
mu_mb,0.001
max_subiter,500
eta,0.8
sigma,2
mu_safe,1000000000.0
dtype,64
dataset_type,cstr
dataset_path,data.csv
val_ratio,0.2
job,experiment
eval_split,val
runs,1
run,1
seed,1
loss_type,PINN
rmse_total,0.32011344563532024
violation,18.356113355467784
violation_original_nonlinear,1.5642799500075995
violation_rxn,2.1414480498121553
violation_mb,0.9871118502030436
prediction_time_sec,0.0003934372216463089
