model,PINN
model_id,PINN2D_selected
input_dim,2
hidden_dim,32
hidden_num,2
z0_dim,3
optimizer,adam
epochs,1000
batch_size,16
lr,0.0001
mu_rxn,3e-06
mu_mb,0.001
max_subiter,500
eta,0.8
sigma,2
mu_safe,1000000000.0
dtype,64
dataset_type,cstr
dataset_path,data.csv
val_ratio,0.2
job,experiment
eval_split,test
runs,1
run,49
seed,49
loss_type,PINN
rmse_total,0.11474109601830189
violation,12.863838882949775
violation_original_nonlinear,14.01640330712549
violation_rxn,27.898250317665205
violation_mb,0.1345562965857754
prediction_time_sec,0.0003642374649643898
