model,PINN
model_id,PINN2D_rxn1em06_mb0p1
input_dim,2
hidden_dim,32
hidden_num,2
z0_dim,3
optimizer,adam
epochs,1000
batch_size,16
lr,0.0001
mu_rxn,1e-06
mu_mb,0.1
max_subiter,500
eta,0.8
sigma,2
mu_safe,1000000000.0
dtype,64
dataset_type,cstr
dataset_path,data.csv
val_ratio,0.2
job,experiment
eval_split,val
runs,1
run,1
seed,1
loss_type,PINN
rmse_total,0.07926246969338852
violation,6.617594295299534
violation_original_nonlinear,5.42574005571761
violation_rxn,10.816924534091735
violation_mb,0.03455557734348713
prediction_time_sec,0.0003684903495013714
