model,PINN
model_id,PINN2D_selected
input_dim,2
hidden_dim,32
hidden_num,2
z0_dim,3
optimizer,adam
epochs,1000
batch_size,16
lr,0.0001
mu_rxn,3e-06
mu_mb,0.001
max_subiter,500
eta,0.8
sigma,2
mu_safe,1000000000.0
dtype,64
dataset_type,cstr
dataset_path,data.csv
val_ratio,0.2
job,experiment
eval_split,test
runs,1
run,21
seed,21
loss_type,PINN
rmse_total,0.051281876394535894
violation,2.9741702140819517
violation_original_nonlinear,2.714236605654331
violation_rxn,5.39554113179776
violation_mb,0.03293207951090152
prediction_time_sec,0.00035283342003822327
