model,PINN
model_id,PINN2D_rxn1em05_mb0
input_dim,2
hidden_dim,32
hidden_num,2
z0_dim,3
optimizer,adam
epochs,1000
batch_size,16
lr,0.0001
mu_rxn,1e-05
mu_mb,0.0
max_subiter,500
eta,0.8
sigma,2
mu_safe,1000000000.0
dtype,64
dataset_type,cstr
dataset_path,data.csv
val_ratio,0.2
job,experiment
eval_split,val
runs,1
run,1
seed,1
loss_type,PINN
rmse_total,0.16571721215145988
violation,9.213447237832773
violation_original_nonlinear,6.188720310548044
violation_rxn,12.176483536964323
violation_mb,0.20095708413176616
prediction_time_sec,0.0003665410913527012
