model,PINN
model_id,PINN2D_rxn0_mb0p01
input_dim,2
hidden_dim,32
hidden_num,2
z0_dim,3
optimizer,adam
epochs,1000
batch_size,16
lr,0.0001
mu_rxn,0.0
mu_mb,0.01
max_subiter,500
eta,0.8
sigma,2
mu_safe,1000000000.0
dtype,64
dataset_type,cstr
dataset_path,data.csv
val_ratio,0.2
job,experiment
eval_split,val
runs,1
run,0
seed,0
loss_type,PINN
rmse_total,0.08966194672704014
violation,62.335369112398105
violation_original_nonlinear,44.82204511780329
violation_rxn,89.63729814157169
violation_mb,0.006792094034908403
prediction_time_sec,0.00036887871101498604
