model,PINN
model_id,PINN2D_selected
input_dim,2
hidden_dim,32
hidden_num,2
z0_dim,3
optimizer,adam
epochs,1000
batch_size,16
lr,0.0001
mu_rxn,3e-06
mu_mb,0.001
max_subiter,500
eta,0.8
sigma,2
mu_safe,1000000000.0
dtype,64
dataset_type,cstr
dataset_path,data.csv
val_ratio,0.2
job,experiment
eval_split,test
runs,1
run,8
seed,8
loss_type,PINN
rmse_total,0.08892948816940865
violation,7.010318359523982
violation_original_nonlinear,7.726512122464813
violation_rxn,15.386971887115081
violation_mb,0.0660523578145464
prediction_time_sec,0.000387395266443491
