model,PINN
model_id,PINN2D_rxn3em06_mb0p001
input_dim,2
hidden_dim,32
hidden_num,2
z0_dim,3
optimizer,adam
epochs,1000
batch_size,16
lr,0.0001
mu_rxn,3e-06
mu_mb,0.001
max_subiter,500
eta,0.8
sigma,2
mu_safe,1000000000.0
dtype,64
dataset_type,cstr
dataset_path,data.csv
val_ratio,0.2
job,experiment
eval_split,val
runs,1
run,1
seed,1
loss_type,PINN
rmse_total,0.09537841614806918
violation,7.884715713680785
violation_original_nonlinear,6.851320583795485
violation_rxn,13.62081974953813
violation_mb,0.08182141805284017
prediction_time_sec,0.00036443956196308136
