model,PINN
model_id,PINN2D_rxn1em05_mb0p01
input_dim,2
hidden_dim,32
hidden_num,2
z0_dim,3
optimizer,adam
epochs,1000
batch_size,16
lr,0.0001
mu_rxn,1e-05
mu_mb,0.01
max_subiter,500
eta,0.8
sigma,2
mu_safe,1000000000.0
dtype,64
dataset_type,cstr
dataset_path,data.csv
val_ratio,0.2
job,experiment
eval_split,val
runs,1
run,1
seed,1
loss_type,PINN
rmse_total,0.11804616675253778
violation,6.175872702187626
violation_original_nonlinear,4.290312659744955
violation_rxn,8.506929433091951
violation_mb,0.07369588639795814
prediction_time_sec,0.00036929408088326454
