model,PINN
model_id,PINN2D_rxn1_mb1
input_dim,2
hidden_dim,32
hidden_num,2
z0_dim,3
optimizer,adam
epochs,1000
batch_size,16
lr,0.0001
mu_rxn,1.0
mu_mb,1.0
max_subiter,500
eta,0.8
sigma,2
mu_safe,1000000000.0
dtype,64
dataset_type,cstr
dataset_path,data.csv
val_ratio,0.2
job,experiment
eval_split,val
runs,1
run,0
seed,0
loss_type,PINN
rmse_total,0.48262141125064656
violation,73.98824028904022
violation_original_nonlinear,1.4342093837384144
violation_rxn,0.7004815023012559
violation_mb,2.167937265175573
prediction_time_sec,0.00036102626472711563
