model,PINN
model_id,PINN2D_rxn0_mb0p2
input_dim,2
hidden_dim,32
hidden_num,2
z0_dim,3
optimizer,adam
epochs,1000
batch_size,16
lr,0.0001
mu_rxn,0.0
mu_mb,0.2
max_subiter,500
eta,0.8
sigma,2
mu_safe,1000000000.0
dtype,64
dataset_type,cstr
dataset_path,data.csv
val_ratio,0.2
job,experiment
eval_split,val
runs,1
run,0
seed,0
loss_type,PINN
rmse_total,0.10425423403278809
violation,44.223113807198
violation_original_nonlinear,30.743265595174716
violation_rxn,61.48461729456687
violation_mb,0.0019138957825671438
prediction_time_sec,0.0003734566271305084
