model,PINN
model_id,PINN2D_rxn0p1_mb1
input_dim,2
hidden_dim,32
hidden_num,2
z0_dim,3
optimizer,adam
epochs,1000
batch_size,16
lr,0.0001
mu_rxn,0.1
mu_mb,1.0
max_subiter,500
eta,0.8
sigma,2
mu_safe,1000000000.0
dtype,64
dataset_type,cstr
dataset_path,data.csv
val_ratio,0.2
job,experiment
eval_split,val
runs,1
run,0
seed,0
loss_type,PINN
rmse_total,0.4036429201172348
violation,26.109193582277705
violation_original_nonlinear,1.7201755977524649
violation_rxn,1.7776387525884574
violation_mb,1.6627124429164724
prediction_time_sec,0.0003729546442627907
