NN_Experiment_RMSE,NN_Experiment_VIOL,NN_Experiment_VIOL_NL,NN_Experiment_Time_sec,KKThPINN_Experiment_RMSE,KKThPINN_Experiment_VIOL,KKThPINN_Experiment_VIOL_NL,KKThPINN_Experiment_Time_sec,NN_Prediction_Time_sec,KKThPINN_Prediction_Time_sec
0.011833067732089309,0.05650025547562275,0.05646192226300139,0.004,0.0038349265968825445,7.826081053049653e-16,5.2369449663493967e-05,0.0061,0.0003251568414270878,0.0005632857792079449
0.00902967524971552,0.04061175267466194,0.04051846504165048,0.0042,0.005126511604568277,5.764238293031505e-16,0.00010424137688697248,0.0062,0.000330848153680563,0.0005669938400387764
0.0040556331999690295,0.014065073550409698,0.01403865505651914,0.004,0.0037832627894419245,5.219039486295937e-16,5.9862497601404834e-05,0.0061,0.00032199639827013016,0.0005819089710712433
0.008340794105872879,0.03105573033314301,0.031007478434028526,0.0041,0.0028546786609690736,7.756692114010581e-16,2.5608839681928036e-05,0.0063,0.00032855384051799774,0.0005738111212849617
0.004341721809062083,0.02267790529889277,0.0226480215121309,0.004,0.0016130977093940433,8.376236212573725e-16,1.0577958800413773e-05,0.0063,0.000324946828186512,0.0005675526335835457
0.0054236848869799025,0.022305717568697307,0.02229986413871228,0.004,0.0030669756385121516,7.831037405838158e-16,3.287246065157171e-05,0.0063,0.0003327089361846447,0.000574970617890358
0.0054766272797709065,0.018433849913917576,0.018371341032805844,0.004,0.0022789710978881605,6.106226635438361e-16,2.06453103888532e-05,0.0062,0.00032983114942908287,0.000563617330044508
0.011617535902221332,0.049742906649813304,0.04965119753063493,0.004,0.0038194000645850536,6.919068492753208e-16,6.35861018487922e-05,0.0062,0.0003262818790972233,0.0005685295909643173
0.014097580136095338,0.05566720755179681,0.055489030621711025,0.004,0.0025817765841145827,8.797526199596665e-16,2.1690428226221153e-05,0.0061,0.00031930534169077873,0.0005670241080224514
0.015899559009187172,0.07966761560282412,0.07933125565001145,0.0042,0.0020726707160630426,6.041794049187794e-16,1.234501749736607e-05,0.0061,0.0003530825488269329,0.0005687209777534008
0.014895779122071552,0.07360120904572973,0.07338708270945196,0.004,0.004591230532372646,8.415887034881767e-16,8.86082015479276e-05,0.0062,0.0003291219472885132,0.0005578841082751751
