NN_Experiment_RMSE,NN_Experiment_VIOL,NN_Experiment_VIOL_NL,NN_Experiment_Time_sec,KKThPINN_Experiment_RMSE,KKThPINN_Experiment_VIOL,KKThPINN_Experiment_VIOL_NL,KKThPINN_Experiment_Time_sec,NN_Prediction_Time_sec,KKThPINN_Prediction_Time_sec
0.01558719477742867,0.07419690288516081,0.07403832406828592,0.004,0.0031281828375648328,6.378826038806145e-16,3.2298956401772314e-05,0.0062,0.00033587729558348656,0.0005862759426236153
0.00996918378272021,0.056040086110341766,0.0557452954043442,0.004,0.0028169040541819236,6.800116025829084e-16,3.123446717878031e-05,0.0062,0.0003236769698560238,0.0005729421973228455
0.007434029752531781,0.029454063890851645,0.029415803305935802,0.0041,0.0032330685554195705,8.148243984302488e-16,4.783273392611347e-05,0.0062,0.00034922268241643906,0.0005783499218523502
0.01455554143066125,0.07518333470403324,0.07488940237697402,0.0042,0.0031523168799720536,6.413520508325681e-16,4.3702432378533404e-05,0.0061,0.0003570280969142914,0.0005914270877838135
0.010414224473077043,0.054811884913498476,0.05458242365515254,0.004,0.004381876742926924,6.334218863709598e-16,8.653032799804821e-05,0.0061,0.0003197109326720238,0.0005626119673252106
0.00899753599531553,0.042083475924371436,0.041904080712698334,0.0046,0.005392929132539937,7.583219766412899e-16,0.00011230503590455517,0.0062,0.00036856578662991524,0.0005679554305970669
0.008982795439103092,0.048620822276626154,0.04843707774278989,0.0041,0.004367576007785971,7.667477763817487e-16,7.549616093691737e-05,0.0061,0.00033491989597678185,0.0005664867348968983
0.003110046091392758,0.012915593792693266,0.012908663512951432,0.004,0.004142148382732024,6.795159673040579e-16,6.316456236676572e-05,0.0062,0.000329404603689909,0.0005690120160579681
0.014814433547668643,0.08170835833448796,0.08141144299150437,0.0041,0.0022805231450163358,5.739456529088979e-16,1.4781411760327145e-05,0.0062,0.00032537616789340973,0.0005890005268156528
0.007932761502189524,0.024055177082168686,0.02400803073654531,0.0042,0.0021769532530763885,6.319349805344083e-16,2.324870200209883e-05,0.0062,0.00036170706152915955,0.0005980390124022961
0.013097623444825648,0.0618405751073776,0.06155386897126529,0.0042,0.004959901048539891,6.140921104957897e-16,0.00010424123320942148,0.0061,0.0003357790410518646,0.0005665658973157406
0.004901623813602079,0.013207613853001402,0.013162721113661032,0.004,0.002465451680142077,6.145877457746402e-16,3.694803830226804e-05,0.0062,0.00032737432047724724,0.0006022653542459011
0.012349041913727234,0.053516861486423074,0.0533462655502792,0.0041,0.0037730735330000664,8.901609608155272e-16,4.936447306335699e-05,0.0062,0.00032497523352503777,0.0005857781507074833
0.014311529875840447,0.06549209599360226,0.06522697478787631,0.004,0.004898515508221034,7.26601318794857e-16,8.622639561848267e-05,0.0061,0.0003330446779727936,0.0005550212226808071
0.005906734070885012,0.009382896366038285,0.009445780784165615,0.0041,0.0023490835077226496,6.116139341015371e-16,2.3318468292360594e-05,0.0061,0.0003423006273806095,0.0005632573738694191
0.012420637258430676,0.05576518603045312,0.05561460162742431,0.004,0.0027508782400774735,5.76919464582001e-16,2.4719454566008774e-05,0.0061,0.000332473311573267,0.0005593840032815933
0.009858231192200745,0.03861366689301468,0.038383853954027956,0.0042,0.002951290518865647,8.014422459012849e-16,2.7902580323222797e-05,0.006,0.00034729577600955963,0.0005659181624650955
0.01171426863930339,0.05016764321653586,0.050044913025667034,0.0042,0.0023286232846491083,6.636556383808413e-16,9.688591301910965e-06,0.0061,0.0003555971197783947,0.0005706660449504852
0.006102868993203395,0.01837709466649358,0.018363759343186285,0.0042,0.003482904925593213,9.08003830854146e-16,3.684337188236091e-05,0.0063,0.00034294603392481804,0.0005754460580646992
0.01154538374307897,0.05546049984121838,0.05520375682729185,0.004,0.001817809226265722,6.963675667849754e-16,7.158367152219505e-06,0.0062,0.0003301580436527729,0.0005653593689203262
0.008495108517403488,0.02600986094746737,0.026068146794813195,0.004,0.0030015667069900826,6.458127683422227e-16,3.330627084136056e-05,0.0062,0.0003278958611190319,0.0005678273737430573
0.011440811150891033,0.04695724058662468,0.04681056059079265,0.004,0.0055152515785117364,7.092540840350889e-16,0.00012732555086680412,0.0089,0.0003299778327345848,0.0007763518951833248
0.011995031352519153,0.056604789778380085,0.05634107659476476,0.004,0.0025458648729622018,5.828670879282072e-16,2.09432168823419e-05,0.0062,0.00032574962824583054,0.0005761152133345604
0.015335453335055588,0.07609437235723429,0.07598561921447147,0.004,0.0023362652622924947,6.37386968601764e-16,1.7792708583043537e-05,0.006,0.00032469164580106735,0.0005653048865497112
0.00855887538969331,0.03264630436325443,0.03260951764355651,0.004,0.0051344207906548625,7.350271185353157e-16,0.00010021793058578419,0.0062,0.000338191632181406,0.0005799494683742523
0.0029479588783576233,0.008982561215535912,0.008977575735158998,0.0041,0.006101492050462525,6.879417670445166e-16,0.0001505355297728865,0.0066,0.000337810255587101,0.0006465213373303413
0.009601286703384585,0.04500155710417032,0.04495687393030737,0.0041,0.002936925268400195,6.012055932456763e-16,3.446285285180454e-05,0.0061,0.0003317655064165592,0.0005629351362586021
0.004109450032472971,0.012673438134774296,0.012618212741054588,0.0041,0.0022796187879091548,7.052890018042847e-16,1.2097939385313683e-05,0.0062,0.000340290367603302,0.0005684550851583481
0.005698366795171022,0.02656573246656778,0.02654937139679969,0.0042,0.0021466548362333773,6.101270282649856e-16,1.746927128429921e-05,0.0062,0.000351564958691597,0.0006026001647114754
0.01485404908327304,0.06165562149010003,0.06146428667959783,0.0043,0.002068278865683362,6.344131569286609e-16,8.906646710153181e-06,0.0061,0.0003533954732120037,0.0005739135667681694
0.00913367448201467,0.04700193724114528,0.04682115197255281,0.004,0.0024672101754715354,7.806255641895632e-16,1.309361168043917e-05,0.0061,0.0003313543274998665,0.0005565416067838669
0.0032318297341112166,0.014011312356845038,0.013999625007781378,0.004,0.001840102919568483,5.223995839084441e-16,8.859924401049704e-06,0.0062,0.00033197784796357155,0.0006089676171541214
0.015392031354661386,0.08098135757423933,0.08069260646571205,0.004,0.0037210350416197863,7.256100482371559e-16,5.235088735414216e-05,0.0061,0.00032976875081658363,0.0005654776468873024
0.0046299252989583485,0.014830843503530665,0.01483629973354409,0.0041,0.004594934330893232,6.646469089385423e-16,7.46787075568114e-05,0.0062,0.00032874615862965584,0.0005826479755342007
0.0158618108306995,0.07732254626843874,0.07713475221184639,0.0041,0.002643650499530743,6.477953094576248e-16,2.4137200586575097e-05,0.0063,0.00032943999394774437,0.0005760146304965019
0.014701449931684851,0.06413860133217175,0.06400472498765822,0.0041,0.004674645722443764,6.983501079003775e-16,7.585914326216508e-05,0.0061,0.00034760264679789543,0.0005876370705664158
0.00432926455583148,0.020981707741928684,0.02096732654660917,0.0042,0.002311815399649199,6.606818267077383e-16,1.934196313001384e-05,0.0061,0.00034250691533088684,0.0005673137493431568
0.015851649400590275,0.07752377424465022,0.07733737605493951,0.004,0.0056529899512417795,6.621687325442898e-16,0.00012324281633954465,0.0061,0.00033103348687291145,0.000564283225685358
0.010159387613211234,0.04137513170304315,0.041270835119986735,0.0041,0.0020627571010689233,7.052890018042847e-16,1.0669915271510721e-05,0.0062,0.00033782562240958214,0.0006003566086292267
