region_id,C_low,C_high,C_center,h_C,depth,M_CC,estimated_cell_taylor_bound,Caoss,Cass,Cbss,Ccss,fss,aCao,aCa,aCb,aCc,b
26,0.703125,0.7109375,0.70703125,0.0078125,7,7.09191469338968,5.951771669562262e-05,0.70703125,0.31638756507106774,1.2187126301421356,1.1719310547867965,-4.440892098500626e-16,1.0,-6.4897546406296405,-2.8503685949063104,1.1487419956649154,-3.4737802071728137
27,0.7109375,0.71875,0.71484375,0.0078125,7,7.021802494848681,5.892931170908775e-05,0.71484375,0.3214709668601798,1.21325443372036,1.1801183494194605,0.0,1.0,-6.440691294941842,-2.8831945589672507,1.1487419956649154,-3.498048581945435
28,0.71875,0.7265625,0.72265625,0.0078125,7,6.9520851615282275,5.834422056336251e-05,0.72265625,0.32658161193900564,1.2078507238780116,1.1882239141829827,0.0,1.0,-6.392334669672808,-2.9159850861076926,1.1487419956649154,-3.5220746970726626
29,0.7265625,0.734375,0.73046875,0.0078125,7,6.882779384252744,5.776258333341994e-05,0.73046875,0.33171919962439517,1.2025008992487902,1.1962486511268147,-4.440892098500626e-16,1.0,-6.344672889570367,-2.9487389394719727,1.1487419956649154,-3.545861226364971
30,0.734375,0.7421875,0.73828125,0.0078125,7,6.8139008995045405,5.718453208507534e-05,0.73828125,0.33688343046976277,1.1972043609395253,1.204193458590712,-2.220446049250313e-16,1.0,-6.29769426127521,-2.9814549203910223,1.1487419956649154,-3.569410832636737
31,0.7421875,0.75,0.74609375,0.0078125,7,6.745464513764357,5.6610191079260204e-05,0.74609375,0.34207400637939483,1.1919605127587896,1.2120592308618154,2.220446049250313e-16,1.0,-6.251387272473841,-3.014131867820372,1.1487419956649154,-3.592726166689779
32,0.75,0.7578125,0.75390625,0.0078125,7,6.677484128275098,5.603967697984778e-05,0.75390625,0.34729063071685873,1.1867687614337175,1.2198468578494237,2.220446049250313e-16,1.0,-6.2057405909364265,-3.0467686577637276,1.1487419956649154,-3.6158098663493288
33,0.7578125,0.765625,0.76171875,0.0078125,7,6.609972764104498,5.5473099063987335e-05,0.76171875,0.3525330084076447,1.1816285168152896,1.227557224777066,0.0,1.0,-6.16074306344641,-3.079364202683749,1.1487419956649154,-3.6386645555512946
34,0.765625,0.7734375,0.76953125,0.0078125,7,6.542942587487535,5.491055943478614e-05,0.76953125,0.3578008460361752,1.1765391920723505,1.2351912118914745,0.0,1.0,-6.1163837146285465,-3.1119174509015903,1.1487419956649154,-3.6612928434796053
35,0.7734375,0.78125,0.77734375,0.0078125,7,6.47640493528493,5.4352153234965695e-05,0.77734375,0.36309385193732063,1.1715002038746412,1.242749694188038,2.220446049250313e-16,1.0,-6.072651745681885,-3.1444273859866954,1.1487419956649154,-3.683697323752418
36,0.78125,0.7890625,0.78515625,0.0078125,7,6.410370340560472,5.379796886151519e-05,0.78515625,0.3684117362825634,1.1665109725651268,1.2502335411523098,0.0,1.0,-6.029536533023997,-3.1768930261382593,1.1487419956649154,-3.70588057365591
37,0.7890625,0.796875,0.79296875,0.0078125,7,6.344848558141167,5.3248088180200835e-05,0.79296875,0.373754211160956,1.1615709223219117,1.2576436165171325,-2.220446049250313e-16,1.0,-5.98702762685257,-3.2093134235597174,1.1487419956649154,-3.7278451534243526
38,0.796875,0.8046875,0.80078125,0.0078125,7,6.279848590138267,5.2702586739746806e-05,0.80078125,0.37912099065501914,1.1566794813100383,1.2649807780349425,-2.220446049250313e-16,1.0,-5.945114749630331,-3.241687663827547,1.1487419956649154,-3.749593605565196
39,0.8046875,0.8125,0.80859375,0.0078125,7,6.21537871135208,5.2161533985040956e-05,0.80859375,0.38451179091173215,1.1518360818234643,1.2722458772648035,0.0,1.0,-5.903787794498989,-3.274014865255609,1.1487419956649154,-3.7711284542277985
40,0.8125,0.8203125,0.81640625,0.0078125,7,6.1514464945200205,5.162499346902483e-05,0.81640625,0.389926330208761,1.147040160417522,1.2794397593737172,0.0,1.0,-5.86303682362776,-3.3062941782561768,1.1487419956649154,-3.7924522046144844
41,0.8203125,0.828125,0.82421875,0.0078125,7,6.088058835326091,5.109302306258164e-05,0.82421875,0.3953643290160789,1.1422911580321577,1.2865632629517632,0.0,1.0,-5.822852066501803,-3.338524784698745,1.1487419956649154,-3.813567342432589
42,0.828125,0.8359375,0.83203125,0.0078125,7,6.02522197715139,5.056567516225075e-05,0.83203125,0.4008255100531284,1.1375885201062566,1.2936172198406148,0.0,1.0,-5.783223918155693,-3.3707058972676682,1.1487419956649154,-3.8344763333861587
43,0.8359375,0.84375,0.83984375,0.0078125,7,5.962941535543945,5.00429968955867e-05,0.83984375,0.4063095983416755,1.132931696683351,1.3006024549749735,-2.220446049250313e-16,1.0,-5.744142937356863,-3.4028367588195683,1.1487419956649154,-3.855181622705928
44,0.84375,0.8515625,0.84765625,0.0078125,7,5.901222522303409,4.952503032328606e-05,0.84765625,0.4118163212545069,1.128320142509014,1.3075197862364794,0.0,1.0,-5.70559984474375,-3.434916641741453,1.1487419956649154,-3.8756856347162993
45,0.8515625,0.859375,0.85546875,0.0078125,7,5.840069369223857,4.901181263844485e-05,0.85546875,0.41734540856011804,1.1237533171202363,1.3143700243196454,0.0,1.0,-5.667585520923178,-3.4669448473103794,1.1487419956649154,-3.8959907724379503
46,0.859375,0.8671875,0.86328125,0.0078125,7,5.779485951405344,4.8503376362196955e-05,0.86328125,0.4228965924635405,1.119230684927081,1.3211539726093784,0.0,1.0,-5.630091004531323,-3.498920705055467,1.1487419956649154,-3.9160994172247756
47,0.8671875,0.875,0.87109375,0.0078125,7,5.7194756101464215,4.7999749535835754e-05,0.87109375,0.4284696076434541,1.1147517152869084,1.3278724270696376,0.0,1.0,-5.5931074902623905,-3.5308435721230036,1.1487419956649154,-3.936013928433874
48,0.875,0.8828125,0.87890625,0.0078125,7,5.660041175384797,4.750095590914365e-05,0.87890625,0.4340641912857288,1.1103158825714579,1.3345261761428135,0.0,1.0,-5.556626326868958,-3.562712832645341,1.1487419956649154,-3.9557366431272705
49,0.8828125,0.890625,0.88671875,0.0078125,7,5.601184987635002,4.70070151245003e-05,0.88671875,0.43968008311353746,1.1059226662270747,1.341116000659388,0.0,1.0,-5.520639015137778,-3.5945278971142187,1.1487419956649154,-3.9752698758041576
50,0.890625,0.8984375,0.89453125,0.0078125,7,5.542908919463143,4.651794289710585e-05,0.89453125,0.44531702541417845,1.101571550828357,1.3476426737574645,-6.661338147750939e-16,1.0,-5.485137205844594,-3.6262882017591025,1.1487419956649154,-3.9946159181623484
51,0.8984375,0.90625,0.90234375,0.0078125,7,5.485214396438565,4.603375119081438e-05,0.90234375,0.4509747630627489,1.0972620261254977,1.3541069608117533,2.220446049250313e-16,1.0,-5.450112697691375,-3.657993207931107,1.1487419956649154,-4.013777038887795
52,0.90625,0.921875,0.9140625,0.015625,6,5.4281024175606865,0.00018221779355825059,0.9140625,0.4594998091509126,1.090874618301825,1.3636880725472624,-2.220446049250313e-16,1.0,-5.398453293171423,-3.705445914430972,1.1487419956649154,-4.0421768975429435
53,0.921875,0.9375,0.9296875,0.015625,6,5.315628074350934,0.00017844210454669274,0.9296875,0.47093698622898905,1.082498972457978,1.3762515413130327,0.0,1.0,-5.33117065662808,-3.768518045323207,1.1487419956649154,-4.07941691175172
54,0.9375,0.953125,0.9453125,0.015625,6,5.205486093561252,0.00017474471139274222,0.9453125,0.48245288516433815,1.0742807703286763,1.3885788445069853,0.0,1.0,-5.265656836338927,-3.8313604872273004,1.1487419956649154,-4.115956895625397
55,0.953125,0.96875,0.9609375,0.015625,6,5.097671071784691,0.000171125432707616,0.9609375,0.4940455918849809,1.0662161837699615,1.4006757243450576,0.0,1.0,-5.201852964739851,-3.893970034554349,1.1487419956649154,-4.151813869957124
56,0.96875,0.984375,0.9765625,0.015625,6,4.992172557422785,0.000167583917638094,0.9765625,0.5057132351493084,1.0583014702986169,1.4125477945520748,2.220446049250313e-16,1.0,-5.139702289417884,-3.956343813348008,1.1487419956649154,-4.187004474673033
57,0.984375,1.0,0.9921875,0.015625,6,4.888975574939473,0.0001641196634653754,0.9921875,0.5174539865799842,1.0505329731599684,1.4242005402600473,4.440892098500626e-16,1.0,-5.079150106111175,-4.01847926375173,1.1487419956649154,-4.221544968530787
58,1.0,1.015625,1.0078125,0.015625,6,4.788061114866547,0.0001607320320542359,1.0078125,0.5292660605764705,1.042907121152941,1.4356393182705882,2.220446049250313e-16,1.0,-5.020143692250376,-4.080374123050359,1.1487419956649154,-4.255451229897407
59,1.015625,1.03125,1.0234375,0.015625,6,4.689406590252628,0.0001574202651757169,1.0234375,0.5411477141189055,1.0354204282378112,1.4468693576432832,2.220446049250313e-16,1.0,-4.96263224125063,-4.142026409303456,1.1487419956649154,-4.288738758493308
60,1.03125,1.046875,1.0390625,0.015625,6,4.592986260577534,0.00015418349873764915,1.0390625,0.5530972464752074,1.0280694929504153,1.4578957605743772,-4.440892098500626e-16,1.0,-4.906566797734504,-4.203434405581834,1.1487419956649154,-4.321422677996845
61,1.046875,1.0625,1.0546875,0.015625,6,4.498771624230639,0.00015102077595989085,1.0546875,0.5651129988224585,1.020850997644917,1.4687235035326245,-6.661338147750939e-16,1.0,-4.851900193839724,-4.264596644813621,1.1487419956649154,-4.353517739411151
62,1.0625,1.078125,1.0703125,0.015625,6,4.4067317808301265,0.00014793105953714414,1.0703125,0.5771933537928123,1.013761707585625,1.4793574386215627,-2.220446049250313e-16,1.0,-4.798586986741499,-4.325511895241662,1.1487419956649154,-4.385038325102119
63,1.078125,1.09375,1.0859375,0.015625,6,4.3168337647660495,0.00014491324283577437,1.0859375,0.5893367349533967,1.0067984699067936,1.4898022951398096,-2.220446049250313e-16,1.0,-4.746583397497329,-4.38617914649014,1.1487419956649154,-4.415998453423359
64,1.09375,1.109375,1.1015625,0.015625,6,4.229042851380695,0.00014196616017208142,1.1015625,0.6015416062289276,0.9999582124578553,1.500062681313217,-4.440892098500626e-16,1.0,-4.6958472513025145,-4.446597596235017,1.1487419956649154,-4.4464117838505635
65,1.109375,1.125,1.1171875,0.015625,6,4.143322837257347,0.00013908859622140755,1.1171875,0.6138064712750485,0.9932379425500969,1.5101430861748542,0.0,1.0,-4.646337919226837,-4.506766637469933,1.1487419956649154,-4.476291622554054
66,1.125,1.140625,1.1328125,0.015625,6,4.059636296120514,0.0001362792946085378,1.1328125,0.6261298728097251,0.98663474561945,1.520047881570825,-4.440892098500626e-16,1.0,-4.59801626148699,-4.566685846356962,1.1487419956649154,-4.505650928344343
67,1.140625,1.15625,1.1484375,0.015625,6,3.9779448118011693,0.00013353696572818868,1.1484375,0.6385103919093892,0.9801457838187779,1.529781324271833,0.0,1.0,-4.550844572295228,-4.6263549706494524,1.1487419956649154,-4.534502318931107
68,1.15625,1.171875,1.1640625,0.015625,6,3.898209189733991,0.00013086029384483004,1.1640625,0.6509466472759242,0.9737682945518484,1.5393475581722273,4.440892098500626e-16,1.0,-4.504786526312192,-4.685773918672764,1.1487419956649154,-4.5628580774415095
69,1.171875,1.1875,1.1796875,0.015625,6,3.8203896484373545,0.00012824794352054108,1.1796875,0.6634372944800208,0.9674995889600417,1.5487506165599374,-2.220446049250313e-16,1.0,-4.459807126720753,-4.744942748847224,1.1487419956649154,-4.59073015914862
70,1.1875,1.203125,1.1953125,0.015625,6,3.744445992312096,0.0001256985654157503,1.1953125,0.6759810251858996,0.9613370503717994,1.557994424442301,2.220446049250313e-16,1.0,-4.415872654928075,-4.803861659736767,1.1487419956649154,-4.618130198365521
71,1.203125,1.21875,1.2109375,0.015625,6,3.6703377671426636,0.00012321080150930574,1.2109375,0.6885765663619167,0.9552781327238332,1.5670828009142501,-2.220446049250313e-16,1.0,-4.3729506218946135,-4.862530980605873,1.1487419956649154,-4.645069515464969
72,1.21875,1.234375,1.2265625,0.015625,6,3.5980243995558956,0.0001207832897800136,1.2265625,0.7012226794811003,0.9493203589622008,1.576019461556699,-6.661338147750939e-16,1.0,-4.3310097210813945,-4.920951162466942,1.1487419956649154,-4.671559123988576
73,1.234375,1.25,1.2421875,0.015625,6,3.5274653216480027,0.0001184146683902833,1.2421875,0.7139181597152565,0.9434613194305133,1.5848080208542301,-2.220446049250313e-16,1.0,-4.290019783000629,-4.979122769599859,1.1487419956649154,-4.697609737813194
74,1.25,1.265625,1.2578125,0.015625,6,3.4586200819748494,0.00011610357941199752,1.2578125,0.7266618351258817,0.9376986702517633,1.593451994622355,0.0,1.0,-4.2499517313493325,-5.03704647152538,1.1487419956649154,-4.723231778345685
75,1.265625,1.28125,1.2734375,0.015625,6,3.391448443960866,0.00011384867213003396,1.2734375,0.739452565854769,0.932030131709538,1.6019548024356927,0.0,1.0,-4.210777540700979,-5.094723035413872,1.1487419956649154,-4.748435381720408
76,1.28125,1.296875,1.2890625,0.015625,6,3.3259104727788023,0.00011164860595876107,1.2890625,0.7522892433168641,0.9264534866337282,1.6103197700494079,0.0,1.0,-4.172470195726458,-5.152153318911098,1.1487419956649154,-4.7732304059767205
77,1.296875,1.3125,1.3046875,0.015625,6,3.2619666116779165,0.0001095020530043246,1.3046875,0.7651707893976196,0.9209665787952395,1.618550131807141,2.220446049250313e-16,1.0,-4.1350036519123945,-5.2093382633628895,1.1487419956649154,-4.797626438196454
78,1.3125,1.328125,1.3203125,0.015625,6,3.199577748646436,0.00010740770030246216,1.3203125,0.7780961556568291,0.9155673113136582,1.6266490330295125,0.0,1.0,-4.0983527977423435,-5.266278887420855,1.1487419956649154,-4.821632801583796
79,1.328125,1.34375,1.3359375,0.015625,6,3.1387052742750314,0.00010536425176094162,1.3359375,0.7910643225406612,0.9102536450813223,1.6346195323780164,-2.220446049250313e-16,1.0,-4.062493418304284,-5.322976281011594,1.1487419956649154,-4.845258562472224
80,1.34375,1.359375,1.3515625,0.015625,6,3.0793111315918638,0.00010337042983249056,1.3515625,0.8040742986033932,0.9050235972067865,1.64246460418982,4.440892098500626e-16,1.0,-4.027402160286302,-5.379431599652333,1.1487419956649154,-4.868512537245213
81,1.359375,1.375,1.3671875,0.015625,6,3.0213578586338947,0.00010142497694388685,1.3671875,0.8171251197401292,0.8998752394802587,1.650187140779612,0.0,1.0,-3.9930564983211276,-5.435646059096344,1.1487419956649154,-4.891403299159248
82,1.375,1.390625,1.3828125,0.015625,6,2.9648086243864205,9.9526656702425e-05,1.3828125,0.8302158484316018,0.8948066968632036,1.6577899547051946,0.0,1.0,-3.9594347026393986,-5.491620930291965,1.1487419956649154,-4.9139391850593865
83,1.390625,1.40625,1.3984375,0.015625,6,2.9096272587617587,9.767425490228072e-05,1.3984375,0.8433455730019851,0.8898161460039701,1.665275780994045,-2.220446049250313e-16,1.0,-3.926515807991033,-5.54735753463964,1.1487419956649154,-4.93612830197913
84,1.40625,1.421875,1.4140625,0.015625,6,2.855778277187168,9.586658034991104e-05,1.4140625,0.8565134068904949,0.8849018137809896,1.6726472793285154,-2.220446049250313e-16,1.0,-3.894279583793805,-5.602857239531836,1.1487419956649154,-4.957978533617671
85,1.421875,1.4375,1.4296875,0.015625,6,2.803226900314589,9.410246552569727e-05,1.4296875,0.8697184879374092,0.880061975874818,1.6799070361877726,0.0,1.0,-3.86270650546829,-5.6581214541613445,1.1487419956649154,-4.979497546688933
86,1.4375,1.453125,1.4453125,0.015625,6,2.7519390693712835,9.238076709925575e-05,1.4453125,0.8829599776850213,0.8752949553700424,1.6870575669449364,-4.440892098500626e-16,1.0,-3.831777726918503,-5.713151625583967,1.1487419956649154,-5.000692797137804
87,1.453125,1.46875,1.4609375,0.015625,6,2.7018814575892915,9.07003663131171e-05,1.4609375,0.8962370606939258,0.8705991213878517,1.6941013179182227,0.0,1.0,-3.8014750541179367,-5.767949235022171,1.1487419956649154,-5.0215715362200335
88,1.46875,1.484375,1.4765625,0.015625,6,2.6530214781336823,8.90601692488724e-05,1.4765625,0.9095489438749368,0.8659728877498736,1.7010406683751897,-8.881784197001252e-16,1.0,-3.7717809197612664,-5.822515794396887,1.1487419956649154,-5.042140816443122
89,1.484375,1.5,1.4921875,0.015625,6,2.6053272889018158,8.745910698828118e-05,1.4921875,0.9228948558368493,0.8614147116736988,1.707877932489452,-2.220446049250313e-16,1.0,-3.7426783589425745,-5.876852843075116,1.1487419956649154,-5.062407497366308
