Model,nseg_1_RMSE_TOTAL,nseg_1_VIOL,nseg_1_VIOL_NL,nseg_1_TRAIN_TIME_SEC,nseg_1_EXP_TIME_SEC
NN,0.0096398245440074,0.1027411669030009,0.0439593944903048,10.932815175591967,0.0040939999999999
KKThPINN,0.023857744963202084,1.1829723708548355e-15,0.09754223527136845,11.314098219824954,0.004764
