Model,150_EXP_TIME_SEC,150_RMSE_TOTAL,150_TRAIN_TIME_SEC,150_VIOL,150_VIOL_NL
NN,0.0044,0.0860833980499223,11.871146284043787,87.70591735839844,116.51479721069336
KKThPINN,0.0066,0.07555563476985563,15.506188159110025,1.0649008800101e-05,1.1720421314239502
