Model,nseg_1_RMSE_TOTAL,nseg_1_VIOL,nseg_1_VIOL_NL,nseg_1_TRAIN_TIME_SEC,nseg_1_EXP_TIME_SEC,nseg_2_RMSE_TOTAL,nseg_2_VIOL,nseg_2_VIOL_NL,nseg_2_TRAIN_TIME_SEC,nseg_2_EXP_TIME_SEC,nseg_3_RMSE_TOTAL,nseg_3_VIOL,nseg_3_VIOL_NL,nseg_3_TRAIN_TIME_SEC,nseg_3_EXP_TIME_SEC,nseg_5_RMSE_TOTAL,nseg_5_VIOL,nseg_5_VIOL_NL,nseg_5_TRAIN_TIME_SEC,nseg_5_EXP_TIME_SEC,nseg_11_RMSE_TOTAL,nseg_11_VIOL,nseg_11_VIOL_NL,nseg_11_TRAIN_TIME_SEC,nseg_11_EXP_TIME_SEC,nseg_30_RMSE_TOTAL,nseg_30_VIOL,nseg_30_VIOL_NL,nseg_30_TRAIN_TIME_SEC,nseg_30_EXP_TIME_SEC
NN,0.0028461813651711,0.0930510604381561,0.013411175776273,2.5456769539252857,0.003432,0.002401304049773,0.0251758006215095,0.0112993869651108,2.5407149049662987,0.003592,0.0028094970000291,0.0191788669861853,0.0135525996237993,2.544701517536305,0.003596,0.0027378573409591,0.013437075773254,0.0128929728642106,2.5379512456571685,0.00362,0.0023892405004236,0.0113283483497798,0.0112681073695421,2.542687637752388,0.003846,0.002712656001155,0.0128791820444166,0.0128517144313082,2.5576522874902,0.0041719999999999
KKThPINN,0.0226491837800942,2.619028106209953e-07,0.0915430103242397,2.521002267699223,0.004044,0.0057928110269841,2.6770432668854484e-07,0.022883909009397,2.544894791294355,0.0043779999999999,0.0031189134003916,2.1127859866965082e-07,0.0132811322808265,2.567722703623585,0.00462,0.0013255776868026,3.475348145798307e-07,0.0041796416137367,2.581011840749998,0.005256,0.0008209971924766,3.276268643048752e-07,0.0008117971394676,2.6441476855450308,0.006652,0.0010408591557575155,3.471374515129355e-07,0.00010426378270494751,2.8208218790823594,0.010722000000000004
