region_id,A_T,B_Ca,B_Cb,B_Cc,b
0,-0.0012771942420312006,-1.011294810776197,-0.011294810776196956,0.0,-1.385566542219765
1,-0.0026109011977188974,-1.0242157733284287,-0.02421577332842887,0.0,-1.8056149132060981
2,-0.005001700315271418,-1.0494768191093395,-0.04947681910933963,0.0,-2.5778590093551537
3,-0.00883165062125975,-1.095637191935243,-0.095637191935243,0.0,-3.850527071958215
4,-0.014168651984896464,-1.1740680814241446,-0.17406808142414448,0.0,-5.685718590714756
5,-0.020569327790389634,-1.2992042037932916,-0.2992042037932915,0.0,-7.987729442866566
6,-0.02726437039885561,-1.4914857952732337,-0.49148579527323366,0.0,-10.553950666313764
7,-0.03358900365339649,-1.7844596132456911,-0.7844596132456909,0.0,-13.219298868976516
8,-0.039291835932486086,-2.2358004746878075,-1.2358004746878075,0.0,-15.978086490723701
9,-0.04460270029871433,-2.9419489780514825,-1.9419489780514825,0.0,-19.03681066918366
10,-0.05016014217944388,-4.0571243891199575,-3.0571243891199575,0.0,-22.825667028894365
11,-0.05692206007478064,-5.8188513759808504,-4.8188513759808504,0.0,-28.0105811360379
12,-0.06613527131105373,-8.583383872289856,-7.58338387228986,0.0,-35.536105424515156
13,-0.07938744210203419,-12.87508059238466,-11.875080592384668,0.0,-46.71397088094939
14,-0.0987306973446101,-19.454154106274395,-18.45415410627438,0.0,-63.36105214473654
15,-0.12685927135853314,-29.407844498508535,-28.407844498508542,0.0,-87.98832135628972
16,-0.16733221067465243,-44.27110423273433,-43.27110423273431,0.0,-124.04597505453842
17,-0.2248419151221288,-66.18417494466786,-65.18417494466797,0.0,-176.2344998191017
18,-0.3055349857045493,-98.09586817833707,-97.09586817833684,0.0,-250.89498274438978
19,-0.41739418608299683,-144.02289506246296,-143.02289506246342,0.0,-356.4945337116901
20,-0.57069103272456,-209.37722231933856,-208.37722231933657,0.0,-504.22476449097127
21,-0.7785186324618802,-301.37516078368776,-300.3751607836837,0.0,-708.7331798545777
22,-1.057414290383658,-429.5437062773353,-428.54370627733465,0.0,-989.0091935485352
23,-1.4280812223091157,-606.341532485398,-605.3415324854002,0.0,-1369.4482983426067
24,-1.916218426822848,-847.9139575851136,-846.913957585153,0.0,-1881.1196652895871
25,-2.5534673800587804,-1175.0031434030054,-1174.003143402952,0.0,-2563.2640818327845
26,-3.3784836923070536,-1614.0367078830554,-1613.0367078830614,0.0,-3465.0506194499344
27,-4.438141197396618,-2198.419806956608,-2197.4198069564018,0.0,-4647.621709455644
28,-5.788875130089828,-2970.057537796935,-2969.0575377967393,0.0,-6186.4573643281565
29,-7.498170086580977,-3981.1361989319057,-3980.1361989317165,0.0,-8174.0900795395155
