region_id,T_low,T_high,n_points,mean_abs_linearization_error,rmse_linearization_error,max_abs_linearization_error,mean_abs_nonlinear_residual,mean_abs_linearized_residual,mean_abs_y_PL_error_scaled,rmse_y_PL_error_scaled,max_abs_y_PL_error_scaled,mean_abs_y_PL_error_original,rmse_y_PL_error_original,max_abs_y_PL_error_original,mean_abs_f_PL,max_abs_f_PL,mean_abs_dCa,mean_abs_dCb,max_abs_dCa,max_abs_dCb,mean_abs_df_dCa,mean_abs_df_dCb,max_abs_df_dCa,max_abs_df_dCb,mean_amplification,max_amplification
0,280.0,286.0,7,0.00029049369569655826,0.0003579259224255345,0.0006199631361693812,5.738139997879532e-17,0.0002904936956965314,9.84637461206372e-05,0.00020559262230663043,0.0006166412126678011,9.997745914342691e-05,0.00020444244338640985,0.0006127332499226146,0.0002901868081563434,0.0006175917302958097,0.000287106016247913,1.2826361182367257e-05,0.0006127332499226146,2.737364432392475e-05,1.0109118513644526,0.010911851364452675,1.0148207128299953,0.014820712829995317,0.8659929225756373,1.0144711804048399
1,286.0,292.0,7,0.0003999474849681922,0.0005346213951377155,0.001112341834656468,5.178614233864692e-17,0.000399947484968177,0.00013688215820730658,0.00030294957350615284,0.0010905307289788002,0.00014215592274721326,0.00030203535637203196,0.0010836194921464148,0.0003986474695936198,0.001103461517008177,0.00038962023818849597,3.684753005314282e-05,0.0010836194921464148,0.00010248107744259549,1.022823416315963,0.022823416315962925,1.0309036615003837,0.03090366150038365,1.0203708548484471,1.029235293377458
2,292.0,298.0,4,0.0006771838656960777,0.0007831486848968208,0.0009666281205177774,6.919920365888732e-17,0.0006771838656960375,0.00023478021114183475,0.00043166800972647555,0.0009187634608606166,0.0002533937450782039,0.0004345649504624693,0.000912940798828088,0.0006749622243994582,0.0009547919013014681,0.0006395725162352817,0.00012060871899932657,0.000912940798828088,0.00017215971211048675,1.0473232790108333,0.047323279010833295,1.0620345611835618,0.06203456118356177,1.0379297492191768,1.0551450101855233
3,298.0,304.0,5,0.0010578696422220372,0.0013521274758365215,0.0025197202056886233,1.1973928792929912e-16,0.0010578696422219875,0.0003691889024411532,0.0007063697225838051,0.002245991538350589,0.00042137416443072486,0.0007323703590402443,0.0022317575704003945,0.0010448231462158075,0.0024405266972432416,0.0009369725167165166,0.000327149976575658,0.0022317575704003945,0.0007792325002633493,1.0940042799532361,0.09400427995323588,1.1175571782421758,0.11755717824217596,1.0640194743484188,1.0938840683908915
4,304.0,310.0,4,0.0009609244394365151,0.0011403082199244626,0.0017061080114494469,5.377642775528102e-17,0.0009609244394364917,0.0003272024494320365,0.0005410407716123946,0.0013442357365130997,0.00039948748184776933,0.0005992520297330522,0.0013357166445823188,0.000942021206473666,0.0016279077107372343,0.0007523103809022602,0.00044615206464104773,0.0013357166445823188,0.0007921368013572572,1.1661478289077163,0.16614782890771623,1.2097547391138468,0.2097547391138468,1.0874752991833945,1.1476274404876177
5,310.0,316.0,5,0.0005944025475713488,0.0007984988273699792,0.0015721876701337428,4.926614671774132e-17,0.0005944025475713981,0.0001849342291651753,0.0003243540857507814,0.0010046901378285567,0.00024171126015412047,0.000398016623050896,0.000998322915611638,0.0005638719334371777,0.001439187871309389,0.00037743947215611583,0.0003476943083062345,0.000998322915611638,0.0009196473109369663,1.280002328928053,0.28000232892805305,1.3545409664279138,0.3545409664279138,1.1313881557306413,1.2365599142703467
6,316.0,322.0,5,0.0002518784141463552,0.00032914890774732075,0.0005041965873275253,9.159339953157541e-17,0.0002518784141464052,6.552638705850841e-05,0.00010706452994610596,0.00023718409979200938,9.097632976515039e-05,0.0001469693316387227,0.00031065354428161385,0.0002644092408044002,0.0005501573322105602,0.00011773769278704549,0.0001551912965084057,0.0002356809459211906,0.00031065354428161385,1.5064010715415919,0.5064010715415919,1.575728808578451,0.5757288085784511,1.3077371166458671,1.410886491359821
7,322.0,328.0,3,0.001062471495537819,0.0013030132555365823,0.001676547685055152,1.1564823173178715e-16,0.001062471495537796,0.00021169664785833684,0.0003186298216415101,0.0005332832738371707,0.00030877218500386446,0.00048099446781678287,0.0009317957406840272,0.001075856200908688,0.0018643790543179939,0.00033581356904003695,0.0005905029859715564,0.0005299035919023032,0.0009317957406840272,1.790220180838458,0.790220180838458,1.9135062817022233,0.9135062817022234,1.5730727257492454,1.7392676927158361
8,328.0,334.0,6,0.0028036017069980866,0.0034905973877726974,0.006237358616536334,1.2027416100105862e-16,0.0028036017069981794,0.00039858098456436856,0.0006085409689230488,0.0013967521485106493,0.0006040019476242035,0.0009843358795929822,0.0027758004677975734,0.002915998422420893,0.007464622742982652,0.0005643240262213634,0.0012476818166512471,0.0012554890798832652,0.0027758004677975734,2.2420765800130553,1.2420765800130555,2.542962327538756,1.5429623275387558,2.053556562551772,2.450208067455268
9,334.0,340.0,5,0.003426879401036989,0.004788927893664839,0.00911575454546712,1.6653345369377348e-16,0.003426879401036978,0.00033053654861601165,0.0005710852040639075,0.0015008794457802566,0.0005153247123797906,0.0009674014184675888,0.0029827352491615944,0.0031135478930138126,0.00748837122356838,0.00042467650531887726,0.0011212976318204948,0.0011296711470341059,0.0029827352491615944,2.880388156566793,1.8803881565667926,3.2585011885334825,2.2585011885334825,2.7904754550106476,3.263863589133722
10,340.0,346.0,4,0.0029247852682317763,0.0035786666159452955,0.005000670552338396,5.828670879282072e-16,0.002924785268231693,0.00018534194337874177,0.0002833686886872839,0.0005714690859782712,0.00029487460639584145,0.0004943906593709923,0.0011356948030343261,0.0029861721558414323,0.005437167986248381,0.00022038021538328678,0.0006642436038042376,0.0003767965003637075,0.0011356948030343261,4.153101994069628,3.153101994069628,4.557783813872713,3.5577838138727134,4.309660401743367,4.808979321663641
11,346.0,352.0,5,0.002465948703219805,0.0035257756802466386,0.005692601030913194,7.549516567451064e-16,0.002465948703219849,0.00010088067233124943,0.00018196625318320702,0.00043562899692506374,0.00016274532770002014,0.00032337577577512457,0.0008657363976423138,0.0024971469786642777,0.006107430659404889,0.00011321206424488305,0.0003750239188551774,0.0002613481427217179,0.0008657363976423138,5.921269692905847,4.921269692905847,6.607066714782793,5.607066714782793,6.423291499624452,7.273677380687236
12,352.0,358.0,5,0.0032594926415777797,0.004010447006028245,0.006142566935801397,6.217248937900876e-16,0.0032594926415773356,8.5507425889871e-05,0.00013371097393146439,0.0003087106626591396,0.0001392242226111673,0.0002403415063340482,0.00061350841861052,0.0032437428634820797,0.006534443460934014,9.212046841842181e-05,0.00032555219941508005,0.00017360252212261784,0.00061350841861052,8.597583050016208,7.597583050016212,9.812340378182828,8.81234037818283,9.36712685976571,11.147129003179488
13,358.0,364.0,3,0.004107298906596983,0.005035264713176535,0.00643215198162983,2.6645352591003757e-15,0.004107298906594318,6.914332620954077e-05,0.00010829529426374607,0.00021064811233495462,0.00011325795373112118,0.00019603187571051245,0.0004186262604881641,0.004122548560318684,0.006810353413644776,7.245692171712707e-05,0.00026731693947623647,0.00011346968974118576,0.0004186262604881641,12.958911477607387,11.958911477607392,14.768009391176143,13.76800939117614,15.395562397507327,17.147790189891225
14,364.0,370.0,3,0.00424955409773196,0.005209621347823922,0.00665385630685561,2.960594732333751e-15,0.004249554097729591,4.6158575452605164e-05,7.255147504776383e-05,0.0001419835034181527,7.590089633724428e-05,0.00013190479251903368,0.0002821673663633284,0.004264202605032648,0.0070333999976455175,4.749358429452973e-05,0.0001802091047172031,7.436438697461245e-05,0.0002821673663633284,19.577924663852638,18.57792466385263,22.331844653872817,21.331844653872817,23.434821392438806,26.31421310768792
15,370.0,376.0,4,0.007272699531166618,0.009208152632182571,0.015856700726441963,3.552713678800501e-15,0.007272699531164842,5.1396806118930716e-05,8.362967213238973e-05,0.0002215220859411171,8.472359142643975e-05,0.00015246236084285624,0.00044023638011836397,0.006523404165864388,0.012814788551803957,5.22556993517026e-05,0.00020191507492761662,0.0001139333451521396,0.00044023638011836397,28.172371339755344,27.172371339755358,33.72525761214994,32.72525761214997,32.71149592540074,40.126477726872544
16,376.0,382.0,5,0.004101524709540516,0.00491124569096728,0.007236981791903352,4.618527782440651e-15,0.00410152470953945,1.904710617839737e-05,2.9355404811054336e-05,6.670193534646929e-05,3.144753696327311e-05,5.360949849794111e-05,0.00013255842386572514,0.003990088914901335,0.007678155187708313,1.9215760142332615e-05,7.512685074748671e-05,3.3905465922023925e-05,0.00013255842386572514,42.88771774394238,41.887717743942396,50.66539388544039,49.66539388544043,40.6278748414458,60.66620852703544
17,382.0,388.0,4,0.004598110526748453,0.005569773172625376,0.007759105707440261,1.4210854715202004e-14,0.004598110526753782,1.4182941902534293e-05,2.213462679418181e-05,4.7622630704402535e-05,2.3440628397305985e-05,4.046751395463229e-05,9.464164470984748e-05,0.004692993253728517,0.008268153864477767,1.423645998720191e-05,5.6085425204716044e-05,2.40233890198005e-05,9.464164470984748e-05,68.02210276814259,67.0221027681426,75.53689192380027,74.53689192380024,81.7807471095054,90.82472702606862
