region_id,T_low,T_high,n_points,mean_abs_linearization_error,rmse_linearization_error,max_abs_linearization_error,mean_abs_nonlinear_residual,mean_abs_linearized_residual,mean_abs_y_PL_error_scaled,rmse_y_PL_error_scaled,max_abs_y_PL_error_scaled,mean_abs_y_PL_error_original,rmse_y_PL_error_original,max_abs_y_PL_error_original,mean_abs_f_PL,max_abs_f_PL,mean_abs_dCa,mean_abs_dCb,max_abs_dCa,max_abs_dCb,mean_abs_df_dCa,mean_abs_df_dCb,max_abs_df_dCa,max_abs_df_dCb,mean_amplification,max_amplification
0,280.0,296.3636363636364,17,0.0025104099666614535,0.0034882253721197037,0.007138083040647342,5.861866598739642e-17,0.0025104099666614153,0.0008578281175463501,0.0019815549377041886,0.0070169094608826255,0.000887398435961814,0.0019743968770731977,0.006972439807871544,0.002509572808774107,0.007347151943801179,0.002452154491069457,0.0002100408168159837,0.006972439807871544,0.0005972286647433211,1.0213767899189812,0.021376789918981214,1.0494768191093395,0.049476819109339626,1.0194864256898262,1.04989744614881
1,296.3636363636364,312.72727272727275,13,0.006349827245772456,0.008381961929999147,0.01715332187078711,7.856295742164194e-17,0.00634982724577244,0.002197132763962324,0.004162920662059255,0.014343867209727468,0.0026076933420882942,0.0044650535581277385,0.014252962973152927,0.006448240393289599,0.01557014834580597,0.005276170604256541,0.0025469094220083375,0.014252962973152927,0.006880180420734128,1.149454903923051,0.14945490392305122,1.265318547274079,0.2653185472740792,1.100303859255479,1.2562058872273214
2,312.72727272727275,329.0909090909091,12,0.005044608236030559,0.00785267375027665,0.018234115712808474,8.095376221225099e-17,0.005044608236030566,0.0012163595157543223,0.0023476716752568456,0.0076354906578836035,0.0017176251028423923,0.003330387569784947,0.01103835443817558,0.006560409479183113,0.027230361525066638,0.002099029726538202,0.003053845581988975,0.0075871007474794805,0.01103835443817558,1.6372804554803577,0.6372804554803574,2.062788255223213,1.062788255223213,1.4456168117352453,2.0329694434104546
3,329.0909090909091,345.45454545454544,13,0.02247763405037316,0.030060402612810372,0.05567499644403412,2.9250106610316624e-16,0.02247763405037318,0.0021282726268030717,0.003520595005782088,0.009025414265720344,0.003321695546981018,0.0059736640033024695,0.017936431433141165,0.02558066776089392,0.09353328076762424,0.002723621572708377,0.0072414650682346765,0.006746155802505038,0.017936431433141165,3.1058349110670043,2.1058349110670043,4.557783813872713,3.5577838138727134,3.051178384446109,4.880893640851725
4,345.45454545454544,361.8181818181818,12,0.02539369431078199,0.034815375683701605,0.07337343293458432,7.956598343146956e-16,0.0253936943107816,0.0007370622954410324,0.0012824137599366469,0.004061543855917393,0.0011979727996795596,0.002300200317813601,0.008071607655844693,0.02683688471376557,0.11563124804926428,0.0008004285865652836,0.002793489812473395,0.002312786493234742,0.008071607655844693,8.058582396354693,7.058582396354693,12.875080592384627,11.875080592384636,8.991880372523353,14.890261483283073
5,361.8181818181818,378.1818181818182,11,0.03986190255155402,0.05258869802774047,0.09297531576897222,4.198661620400592e-15,0.03986190255155128,0.00034884072499083516,0.000590818520008965,0.0016039752821162545,0.0005744047498619097,0.0010757982624239647,0.003187620182422246,0.05115197695235105,0.1474545726369687,0.0003565654349823235,0.0013666488146034056,0.0008316658711138292,0.003187620182422246,27.790305394844783,26.790305394844793,40.95886290289606,39.958862902896044,32.4561320961729,48.907948089122044
6,378.1818181818182,394.54545454545456,12,0.03381024008084704,0.0479191627317725,0.11852158303904847,1.4358884451818692e-14,0.033810240080852226,9.517357156945621e-05,0.00017382044948323637,0.0006641615077098706,0.00015732451697225702,0.0003178469526350726,0.0013199047703346123,0.03451865958150968,0.11697466263886724,9.54489043115958e-05,0.00037652464660517526,0.0003345955311557236,0.0013199047703346123,78.22093936938154,77.22093936938158,111.61261871856948,110.6126187185707,92.05824233250085,134.56714504052445
7,394.54545454545456,410.9090909090909,16,0.07022469740807509,0.09654305876387807,0.19750028993831936,6.88338275267597e-14,0.07022469740812882,6.896287807540748e-05,0.00012231775610517135,0.00038727303802904567,0.00011413550829246961,0.00022395887167054544,0.0007696373914818366,0.061933473142431694,0.20992450242212612,6.87484307670197e-05,0.00027365809411038916,0.00019334843025931026,0.0007696373914818366,200.2398846768769,199.23988467687698,319.92825083594016,318.9282508359385,240.00716805280535,387.11631996442594
8,410.9090909090909,427.27272727272725,15,0.1532416534391809,0.19670102351113294,0.3303694054836548,1.8815171642927454e-12,0.15324165343740168,5.680457385542533e-05,9.410896213636145e-05,0.0002447765064356733,9.405120222111386e-05,0.00017238376490524802,0.00048645047139861397,0.15973111081775737,0.4422208199885631,5.6513843067943865e-05,0.0002256397635953977,0.00012183661763731646,0.00048645047139861397,572.3260260501424,571.3260260501454,847.9139575851136,846.9139575851527,649.219989150199,1027.212604205262
9,427.27272727272725,443.6363636363636,13,0.1685124412976076,0.23815331698243744,0.49765249581115967,2.3804274790633757e-11,0.16851244132128945,2.534139061274082e-05,4.6231314692881134e-05,0.00014963958737262972,4.196380263332546e-05,8.469714735271795e-05,0.00029738249343158607,0.1900092474485597,0.7375480282421449,2.51933296302251e-05,0.00010069807826975128,7.440117340873353e-05,0.00029738249343158607,1395.886067543462,1394.8860675434048,1985.0820306811233,1984.0820306809374,1696.7827622775746,2405.9762941261597
