region_id,A_Cao,B_Ca,B_Cb,B_Cc,b
0,2.148741995664915,-9.19010421184124,-3.1452224125266772,0.0,-5.053097100337359
1,2.148741995664915,-9.08806850155478,-3.192416270636218,0.0,-5.097723533863987
2,2.148741995664915,-8.988192946329212,-3.239630088583497,0.0,-5.1417240829011694
3,2.148741995664915,-8.890430855642219,-3.2868572558636915,0.0,-5.185105782541777
4,2.148741995664915,-8.794736128559544,-3.3340913323229096,0.0,-5.227875802353858
5,2.148741995664915,-8.701063279020705,-3.3813260508465026,0.0,-5.2700414324346685
6,2.148741995664915,-8.609367458758387,-3.4285553194857377,0.0,-5.311610069828738
7,2.148741995664915,-8.519604477902824,-3.475773223047738,0.0,-5.352589205339802
8,2.148741995664915,-8.43173082333095,-3.522974024174845,0.0,-5.392986410762285
9,2.148741995664915,-8.345703674819735,-3.570152163944665,0.0,-5.432809326557474
10,2.148741995664915,-8.261480919123308,-3.6173022619930846,0.0,-5.472065649970846
11,2.148741995664915,-8.179021161936856,-3.664419116252019,0.0,-5.51076312365823
12,2.148741995664915,-8.098283737985158,-3.71149770224525,0.0,-5.548909524759784
13,2.148741995664915,-8.019228719205724,-3.758533172034272,0.0,-5.586512654483113
14,2.148741995664915,-7.941816921162282,-3.8055208528166427,0.0,-5.623580328178286
15,2.148741995664915,-7.8660099077715655,-3.8524562452086357,0.0,-5.660120365909997
16,2.148741995664915,-7.7917699944351915,-3.8993350212391995,0.0,-5.696140583525905
17,2.148741995664915,-7.7190602496687095,-3.9461530220815106,0.0,-5.731648784217915
18,2.148741995664915,-7.647844495313367,-3.9929062555518273,0.0,-5.766652750574206
19,2.148741995664915,-7.5780873054597775,-4.039590893374979,0.0,-5.801160237095917
20,2.148741995664915,-7.5097540040774655,-4.086203268303226,0.0,-5.835178963216866
21,2.148741995664915,-7.442810661566473,-4.1327398710268755,0.0,-5.8687166067528835
22,2.148741995664915,-7.3772240902204596,-4.17919734696132,0.0,-5.901780797816696
23,2.148741995664915,-7.31296183872363,-4.225572492905575,0.0,-5.934379113166673
24,2.148741995664915,-7.24999218575581,-4.2718622535957955,0.0,-5.966519070979158
25,2.148741995664915,-7.188284132783697,-4.318063718171885,0.0,-5.99820812603017
26,2.148741995664915,-7.127807396113254,-4.364174116574113,0.0,-6.029453665271681
27,2.148741995664915,-7.068532398269715,-4.410190815889788,0.0,-6.060263003790052
28,2.148741995664915,-7.010430258805519,-4.4561113166398005,0.0,-6.090643381114505
29,2.148741995664915,-6.953472784521595,-4.50193324908083,0.0,-6.120601957901477
30,2.148741995664915,-6.897632459270533,-4.547654369452928,0.0,-6.150145812923609
31,2.148741995664915,-6.84288243331981,-4.593272556246196,0.0,-6.179281940389293
32,2.148741995664915,-6.78919651236239,-4.638785806472231,0.0,-6.208017247560413
33,2.148741995664915,-6.73654914622123,-4.68419223195413,0.0,-6.236358552655563
34,2.148741995664915,-6.684915417296143,-4.729490055643746,0.0,-6.264312583023496
35,2.148741995664915,-6.634271028798586,-4.774677607974049,0.0,-6.291885973571828
36,2.148741995664915,-6.584592292812176,-4.8197533232576975,0.0,-6.319085265438818
37,2.148741995664915,-6.535856118245008,-4.864715736113736,0.0,-6.345916904879323
38,2.148741995664915,-6.4880399986433615,-4.909563477988809,0.0,-6.372387242387749
39,2.148741995664915,-6.441121999989963,-4.954295273696615,0.0,-6.398502531995645
40,2.148741995664915,-6.39508074845052,-4.998909938040666,0.0,-6.424268930767745
41,2.148741995664915,-6.3498954181240945,-5.043406372499673,0.0,-6.449692498469338
