Model,150_EXP_TIME_SEC,150_RMSE_TOTAL,150_TRAIN_TIME_SEC,150_VIOL,150_VIOL_NL
NN,0.004332,0.0874377982552599,11.424548025089315,47.977999715805055,86.32402126550674
KKThPINN,0.005386000000000001,0.07252579463121721,13.55645136358682,7.54765911551658e-05,3.076599362492561
